run_id,day,temperature_c,humidity_index,operational_load,maintenance_level,powder_quality,binder_viscosity_stress,voltage_stress,recoater_blade_pct,nozzle_plate_pct,heating_elements_pct,drive_motor_rails_pct,cleaning_thermal_iface_pct,insulation_sensors_pct
2,242,21.3231,0.3361,288.2936,0.9676,0.9235,0.1275,0.1375,61%,57%,92%,55%,0%,95%
2,243,21.2261,0.3387,289.8501,0.9633,0.9227,0.1241,0.1433,60%,57%,92%,55%,0%,95%
2,244,21.3628,0.3421,291.3466,0.9671,0.9194,0.1222,0.1746,60%,57%,92%,55%,0%,95%
2,245,21.5998,0.3338,292.8265,0.9745,0.9147,0.1238,0.1691,60%,56%,92%,54%,0%,95%
2,246,21.5534,0.3295,294.1810,0.9660,0.9112,0.1245,0.1593,60%,56%,92%,54%,0%,95%
2,247,21.5649,0.3238,295.6861,0.9719,0.9114,0.1171,0.1542,59%,56%,92%,54%,0%,95%
2,248,21.5426,0.3274,297.1260,0.9668,0.9127,0.1135,0.1585,59%,56%,92%,54%,0%,95%
2,249,21.4850,0.3411,298.4798,0.9627,0.9112,0.1147,0.1708,59%,56%,91%,53%,0%,95%
2,250,21.2513,0.3441,300.0027,0.9623,0.9062,0.1164,0.1838,59%,55%,91%,53%,0%,95%
2,251,21.0183,0.3305,301.3480,0.9725,0.9047,0.1249,0.1950,58%,55%,91%,53%,0%,94%
2,252,21.1700,0.3335,302.8839,0.9631,0.9017,0.1250,0.1587,58%,55%,91%,53%,0%,94%
2,253,21.4277,0.3324,304.3638,0.9595,0.8947,0.1191,0.1312,58%,55%,91%,52%,0%,94%
2,254,21.3219,0.3339,304.5460,0.9594,0.8961,0.1152,0.1230,58%,55%,91%,52%,0%,94%
2,255,21.2190,0.3347,304.9785,0.9623,0.8923,0.1159,0.1626,58%,54%,91%,52%,0%,94%
2,256,20.7436,0.3209,305.4975,0.9614,0.8913,0.1133,0.1566,58%,54%,91%,52%,0%,94%
2,257,20.2664,0.3100,305.7846,0.9633,0.8914,0.1133,0.1347,58%,54%,91%,52%,0%,94%
2,258,20.6661,0.3056,306.2480,0.9577,0.8877,0.1089,0.1097,57%,54%,91%,52%,0%,94%
2,259,20.5129,0.3057,306.7078,0.9613,0.8794,0.1094,0.1091,57%,54%,91%,52%,0%,94%
2,260,19.8108,0.3066,307.1205,0.9662,0.8795,0.1131,0.1655,57%,54%,91%,52%,0%,94%
2,261,20.5110,0.2994,307.5745,0.9604,0.8843,0.1106,0.1520,57%,54%,91%,52%,0%,94%
2,262,20.4102,0.2990,307.8946,0.9561,0.8891,0.1170,0.1480,57%,54%,91%,52%,0%,94%
2,263,20.0672,0.2931,308.2699,0.9578,0.8867,0.1087,0.1349,57%,54%,91%,52%,0%,94%
2,264,20.1667,0.2947,308.6174,0.9591,0.8813,0.1090,0.1217,57%,54%,91%,52%,0%,94%
2,265,20.4310,0.3059,309.1052,0.9614,0.8772,0.1082,0.1112,57%,54%,91%,52%,0%,94%
2,266,20.6436,0.3083,309.5240,0.9550,0.8793,0.1075,0.1118,57%,54%,91%,52%,0%,94%
2,267,20.8966,0.3202,310.0807,0.9527,0.8764,0.1015,0.1133,57%,54%,91%,52%,0%,94%
2,268,20.6623,0.3102,311.5329,0.9499,0.8678,0.0992,0.1241,56%,53%,91%,52%,0%,94%
2,269,21.0233,0.2933,312.9994,0.9564,0.8700,0.1063,0.0850,56%,53%,91%,52%,0%,94%
2,270,21.3724,0.2922,314.5520,0.9556,0.8672,0.1097,0.0741,56%,53%,91%,51%,0%,94%
2,271,21.7064,0.2994,316.0553,0.9528,0.8689,0.1116,0.0727,56%,53%,91%,51%,0%,94%
2,272,21.7144,0.3002,317.5603,0.9479,0.8688,0.1167,0.0758,55%,52%,91%,51%,0%,94%
2,273,21.5668,0.3125,319.0575,0.9476,0.8701,0.1108,0.0661,55%,52%,91%,50%,0%,94%
2,274,21.4093,0.3048,320.4866,0.9533,0.8692,0.1174,0.0575,55%,52%,91%,50%,0%,94%
2,275,20.9851,0.3144,322.0550,0.9452,0.8686,0.1124,0.0581,55%,52%,91%,50%,0%,94%
2,276,20.8516,0.3137,323.5505,0.9454,0.8691,0.1075,0.0613,54%,51%,91%,50%,0%,94%
2,277,20.2649,0.3279,324.9263,0.9477,0.8708,0.1081,0.0611,54%,51%,91%,49%,0%,93%
2,278,19.9021,0.3260,326.3935,0.9574,0.8643,0.1143,0.0959,54%,51%,91%,49%,0%,93%
2,279,20.0519,0.3346,328.0176,0.9605,0.8614,0.1092,0.0955,54%,51%,91%,49%,0%,93%
2,280,20.0644,0.3347,329.3297,0.9670,0.8585,0.1137,0.0628,53%,50%,91%,49%,0%,93%
2,281,20.1901,0.3348,330.9879,0.9670,0.8619,0.1221,0.0403,53%,50%,91%,48%,0%,93%
2,282,20.4316,0.3318,332.3401,0.9596,0.8595,0.1272,0.0494,53%,50%,90%,48%,0%,93%
2,283,20.5733,0.3361,333.7104,0.9522,0.8596,0.1288,0.0516,52%,49%,90%,48%,0%,93%
2,284,20.6816,0.3321,334.1045,0.9482,0.8628,0.1222,0.0332,52%,49%,90%,48%,0%,93%
2,285,20.6853,0.3341,334.6876,0.9486,0.8603,0.1193,0.0334,52%,49%,90%,48%,0%,93%
2,286,20.5221,0.3306,335.1841,0.9468,0.8522,0.1148,0.0502,52%,49%,90%,48%,0%,93%
2,287,20.2492,0.3232,335.5851,0.9442,0.8532,0.1142,0.0399,52%,49%,90%,48%,0%,93%
2,288,20.1808,0.3022,335.9101,0.9530,0.8499,0.1131,0.0024,52%,49%,90%,48%,0%,93%
2,289,20.2287,0.3018,337.3570,0.9406,0.8499,0.1103,0.0000,52%,49%,90%,47%,0%,93%
2,290,20.3032,0.2967,337.8900,0.9350,0.8595,0.1180,0.0123,52%,49%,90%,47%,0%,93%
2,291,20.5839,0.2902,338.2577,0.9467,0.8612,0.1247,0.0112,52%,49%,90%,47%,0%,93%
2,292,20.5773,0.2873,338.7240,0.9480,0.8552,0.1261,0.0287,52%,49%,90%,47%,0%,93%
2,293,20.7482,0.2834,339.0232,0.9443,0.8575,0.1256,0.0548,52%,49%,90%,47%,0%,93%
2,294,20.8780,0.2858,339.3280,0.9383,0.8563,0.1286,0.0739,51%,48%,90%,47%,0%,93%
2,295,20.6628,0.2861,339.7675,0.9421,0.8518,0.1297,0.0697,51%,48%,90%,47%,0%,93%
2,296,20.3261,0.2927,340.2672,0.9453,0.8563,0.1188,0.0710,51%,48%,90%,47%,0%,93%
2,297,20.6920,0.3072,340.6166,0.9490,0.8602,0.1160,0.0761,51%,48%,90%,47%,0%,93%
2,298,20.8075,0.3014,341.0542,0.9422,0.8539,0.1158,0.0676,51%,48%,90%,47%,0%,93%
2,299,20.5338,0.2985,342.5576,0.9425,0.8536,0.1214,0.0659,51%,48%,90%,47%,0%,93%
2,300,20.3031,0.3026,344.1805,0.9411,0.8563,0.1270,0.0957,51%,48%,90%,47%,0%,93%
2,301,20.8582,0.3070,345.6415,0.9430,0.8513,0.1188,0.0968,50%,47%,90%,46%,0%,92%
2,302,20.6601,0.2966,347.0923,0.9346,0.8495,0.1134,0.0906,50%,47%,90%,46%,0%,92%
2,303,21.0901,0.2896,348.5290,0.9372,0.8499,0.1081,0.0883,50%,47%,90%,46%,0%,92%
2,304,21.1452,0.2854,349.0122,0.9447,0.8518,0.1078,0.1044,50%,47%,90%,46%,0%,92%
2,305,20.7206,0.2760,349.4846,0.9374,0.8560,0.0967,0.0940,50%,47%,90%,46%,0%,92%
2,306,20.6371,0.2762,349.9428,0.9416,0.8560,0.1004,0.0776,50%,47%,90%,46%,0%,92%
2,307,20.8692,0.2670,350.3117,0.9497,0.8550,0.0958,0.0862,50%,47%,90%,46%,0%,92%
2,308,20.4360,0.2640,351.9274,0.9539,0.8523,0.0911,0.0745,49%,46%,90%,46%,0%,92%
2,309,20.3367,0.2656,353.4830,0.9533,0.8507,0.0876,0.0693,49%,46%,90%,45%,0%,92%
2,310,20.2329,0.2622,354.9669,0.9537,0.8544,0.0932,0.0771,49%,46%,90%,45%,0%,92%
2,311,20.4295,0.2584,356.5724,0.9507,0.8581,0.0888,0.0706,49%,45%,90%,45%,0%,92%
2,312,20.5872,0.2545,358.1805,0.9515,0.8550,0.0851,0.0924,48%,45%,90%,44%,0%,92%
2,313,20.7547,0.2481,359.7067,0.9460,0.8546,0.0803,0.0709,48%,45%,90%,44%,0%,92%
2,314,20.8332,0.2507,361.1819,0.9460,0.8489,0.0811,0.0655,48%,45%,90%,44%,0%,92%
2,315,20.9581,0.2602,362.8154,0.9415,0.8504,0.0829,0.0539,47%,44%,90%,44%,0%,92%
2,316,20.6408,0.2627,364.2795,0.9339,0.8576,0.0822,0.0462,47%,44%,90%,43%,0%,92%
2,317,20.7299,0.2549,365.7418,0.9412,0.8575,0.0862,0.0485,47%,44%,90%,43%,0%,92%
2,318,21.1143,0.2470,367.3500,0.9315,0.8667,0.0910,0.0484,47%,44%,90%,43%,0%,92%
2,319,21.1132,0.2650,368.8996,0.9403,0.8713,0.0950,0.0740,47%,43%,89%,42%,0%,92%
2,320,20.9492,0.2714,370.2920,0.9290,0.8774,0.0980,0.0721,46%,43%,89%,42%,0%,92%
2,321,20.8199,0.2749,371.8200,0.9335,0.8724,0.0978,0.0621,46%,43%,89%,42%,0%,92%
2,322,21.1750,0.2536,373.2666,0.9342,0.8775,0.0947,0.0589,46%,43%,89%,42%,0%,92%
2,323,20.5578,0.2632,374.8276,0.9257,0.8809,0.1044,0.0225,46%,42%,89%,41%,0%,92%
2,324,21.2305,0.2775,376.3371,0.9229,0.8848,0.1012,0.0299,45%,42%,89%,41%,0%,91%
2,325,20.7279,0.2918,377.8664,0.9175,0.8784,0.1028,0.0358,45%,42%,89%,41%,0%,91%
2,326,20.6781,0.2805,379.3223,0.9124,0.8779,0.1142,0.0437,45%,42%,89%,41%,0%,91%
2,327,20.4255,0.2934,380.8405,0.9167,0.8796,0.1146,0.0766,45%,41%,89%,40%,0%,91%
2,328,20.6026,0.2945,382.5103,0.9105,0.8816,0.1159,0.0981,44%,41%,89%,40%,0%,91%
2,329,20.8092,0.2763,383.8927,0.9005,0.8812,0.1149,0.0790,44%,41%,89%,40%,0%,91%
2,330,20.8674,0.2909,385.5153,0.9059,0.8773,0.1208,0.0853,44%,41%,89%,39%,0%,91%
2,331,20.8425,0.2936,387.1008,0.9076,0.8788,0.1178,0.0574,44%,40%,89%,39%,0%,91%
2,332,20.4225,0.2904,388.5189,0.9074,0.8744,0.1195,0.0409,43%,40%,89%,39%,0%,91%
2,333,20.3710,0.2964,390.0305,0.9057,0.8703,0.1244,0.0125,43%,40%,89%,39%,0%,91%
2,334,20.3778,0.2920,391.5572,0.9090,0.8744,0.1167,0.0000,43%,40%,89%,38%,0%,91%
2,335,20.1517,0.2869,393.1040,0.9106,0.8869,0.1214,0.0111,42%,39%,89%,38%,0%,91%
2,336,20.2994,0.3024,394.6685,0.9098,0.8865,0.1149,0.0178,42%,39%,89%,38%,0%,91%
2,337,20.3998,0.3074,396.1867,0.9066,0.8847,0.1161,0.0152,42%,39%,89%,37%,0%,91%
2,338,20.3668,0.3146,397.6184,0.9118,0.8784,0.1243,0.0186,42%,39%,89%,37%,0%,91%
2,339,20.4131,0.3100,399.1274,0.9189,0.8764,0.1222,0.0383,41%,38%,89%,37%,0%,91%
2,340,20.3745,0.3076,400.5323,0.9211,0.8733,0.1289,0.0346,41%,38%,89%,37%,0%,91%
2,341,19.9981,0.3156,401.9623,0.9360,0.8710,0.1394,0.0636,41%,38%,89%,36%,0%,91%
2,342,20.1988,0.3018,403.4143,0.9369,0.8716,0.1382,0.0779,41%,37%,89%,36%,0%,91%
2,343,19.6217,0.3076,405.0815,0.9376,0.8835,0.1466,0.0522,40%,37%,89%,36%,0%,91%
2,344,19.8000,0.3015,406.5859,0.9451,0.8868,0.1469,0.0510,40%,37%,88%,35%,0%,91%
2,345,19.5668,0.2974,408.0639,0.9464,0.8966,0.1499,0.0407,40%,37%,88%,35%,0%,90%
2,346,19.7688,0.2817,409.6019,0.9475,0.8930,0.1465,0.0241,40%,36%,88%,35%,0%,90%
2,347,19.9636,0.2919,411.1230,0.9454,0.8848,0.1420,0.0298,39%,36%,88%,35%,0%,90%
2,348,20.1434,0.3021,412.5760,0.9476,0.8870,0.1414,0.0329,39%,36%,88%,34%,0%,90%
2,349,20.4161,0.2862,413.8963,0.9388,0.8880,0.1445,0.0469,39%,35%,88%,34%,0%,90%
2,350,20.7758,0.3010,415.2985,0.9349,0.8909,0.1377,0.0645,39%,35%,88%,34%,0%,90%
2,351,20.6849,0.2954,416.9047,0.9292,0.8913,0.1334,0.0366,38%,35%,88%,34%,0%,90%
2,352,20.9078,0.2969,418.4569,0.9179,0.8896,0.1366,0.0370,38%,35%,88%,33%,0%,90%
2,353,20.8005,0.2883,419.9396,0.9232,0.8929,0.1405,0.0130,38%,34%,88%,33%,0%,90%
2,354,20.8949,0.2937,421.2926,0.9213,0.8933,0.1417,0.0017,38%,34%,88%,33%,0%,90%
2,355,21.1414,0.2857,422.7227,0.9166,0.8997,0.1371,0.0000,37%,34%,88%,33%,0%,90%
2,356,20.9234,0.2753,424.3224,0.9183,0.8964,0.1415,0.0000,37%,34%,88%,32%,0%,90%
2,357,20.3494,0.2832,425.9330,0.9117,0.8931,0.1453,0.0046,37%,33%,88%,32%,0%,90%
2,358,20.1727,0.2879,427.4590,0.9160,0.8972,0.1385,0.0030,37%,33%,88%,32%,0%,90%
2,359,20.5171,0.2722,429.0909,0.9230,0.8956,0.1315,0.0099,36%,33%,88%,31%,0%,90%
2,360,20.2980,0.2700,430.5453,0.9155,0.8895,0.1366,0.0000,36%,33%,88%,31%,0%,90%
2,361,20.6165,0.2572,432.0591,0.9213,0.8812,0.1333,0.0138,36%,32%,88%,31%,0%,90%
2,362,20.4195,0.2659,433.5745,0.9221,0.8779,0.1406,0.0028,36%,32%,88%,31%,0%,90%
2,363,20.4106,0.2702,434.9946,0.9276,0.8776,0.1499,0.0136,35%,32%,88%,30%,0%,90%
